article_id,technique,start,end,text_spans
711566593,Slogans,1381,1441,today is a day of vindication for the rights of immigrants.”
711566593,Loaded_Language,1308,1369,catapult a presidency along that philosophy of hate of others
711566593,Loaded_Language,1652,1693,We’re just shocked — saddened and shocked
711566593,Thought-terminating_Cliches,1698,1715,"that’s about it,”"
711566593,Loaded_Language,1817,1860,"Justice was rendered, but it was not served"
711566593,Loaded_Language,2228,2255,the verdict was “horrifying
711566593,Loaded_Language,2397,2416,heartbreaking death
711566593,Loaded_Language,2689,2708,disgraceful verdict
711566593,"Exaggeration,Minimisation",3305,3356,enjoyed all the rights of the American legal system
711566593,Appeal_to_fear-prejudice,3534,3609,Garcia Zarate’s background and nationality played a role in his prosecution
711566593,Loaded_Language,3724,3752,politically correct nonsense
711566593,"Exaggeration,Minimisation",4431,4544,"He has already proved that in the sanctuary state of California, false-documented illegals are a privileged class"
711566593,"Whataboutism,Straw_Men,Red_Herring",854,1029,they are themselves under investigation by a special prosecutor in Washington D.C. and they may soon avail themselves of the presumption of innocence beyond a reasonable doubt
711566593,Repetition,1189,1195,foment
711566593,Repetition,1212,1218,foment
711566593,Repetition,1686,1693,shocked
711566593,Loaded_Language,2132,2168,utter and complete and total failure
711566593,Appeal_to_Authority,2189,2255,Conservative Ben Shapiro told Fox news the verdict was “horrifying
711566593,Appeal_to_Authority,2313,2432,For Jeff Sessions San Francisco’s sanctuary city policy “led to the preventable and heartbreaking death of Kate Steinle
711566593,Appeal_to_Authority,2435,2644,"According to the Attorney General’s statement, the Justice Department “will continue to ensure that all jurisdictions place the safety and security of their communities above the convenience of criminal aliens"
711596363,Flag-Waving,4373,4389,American citizen
711596363,Loaded_Language,13,33,Disgraceful Verdict”
711596363,Loaded_Language,258,277,disgraceful verdict
711596363,Loaded_Language,1194,1252,The backlash to his release into the community crescendoed
711596363,Loaded_Language,1408,1421,fierce debate
711596363,Loaded_Language,3136,3156,"a horrible tragedy,”"
711596363,Loaded_Language,3065,3084,extremely relieved”
711596363,Loaded_Language,3277,3297,unfairly politicized
711596363,Appeal_to_fear-prejudice,3700,3872,"“When jurisdictions choose to return criminal aliens to the streets rather than turning them over to federal immigration authorities, they put the public’s safety at risk,”"
711596363,Loaded_Language,3973,3992,heartbreaking death
711596363,Loaded_Language,4573,4625,my own damn bricks & building this damn wall myself!
711596363,Loaded_Language,4626,4665,So flipping outraged by this unjustice!
711596363,Loaded_Language,4738,4768,May San Francisco rot in hell!
711596363,Loaded_Language,5391,5412,endorsement of murder
711596363,Loaded_Language,5627,5646,This is outrageous!
711596363,Loaded_Language,5647,5678,A great injustice has been done
711596363,"Exaggeration,Minimisation",1944,1954,just fired
711596363,Loaded_Language,3173,3189,political fodder
711596363,Causal_Oversimplification,3894,4008,San Francisco’s decision to protect criminal aliens led to the preventable and heartbreaking death of Kate Steinle
711596363,Causal_Oversimplification,4985,5098,"SF city just proved beyond a shadow of a doubt that they dont care if YOU, or others get killed by their policies"
711596363,Loaded_Language,5745,5779,grieve from the bottom of my heart
711622457,"Whataboutism,Straw_Men,Red_Herring",457,573,"don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom"
711622457,Thought-terminating_Cliches,575,599,We are doing just fine!”
711622457,"Whataboutism,Straw_Men,Red_Herring",616,732,"don’t focus on me, focus on the destructive Radical Islamic Terrorism that is taking place within the United Kingdom"
711622457,Thought-terminating_Cliches,734,757,We are doing just fine!
711622457,Causal_Oversimplification,934,997,British authorities want to ignore that and shoot the messenger
711622457,Appeal_to_fear-prejudice,1095,1251,and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is ‘not conducive to the public good’
711622457,Appeal_to_fear-prejudice,1882,1969,Islam] is a religion and is a belief system that mandates warfare against unbelievers…”
711622457,Black-and-White_Fallacy,2408,2699,"“If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”"
711622457,Loaded_Language,2754,2812,praised the murderer of a foe of Pakistan’s blasphemy laws
711622457,Appeal_to_fear-prejudice,3303,3459,and issue an official ban on Donald Trump from entering the UK on the grounds he is condoning fascism and his presence is “not conducive to the public good”
711622457,Flag-Waving,1329,1362,defense of Britain and its values
711622457,Loaded_Language,489,526,destructive Radical Islamic Terrorism
711622457,Doubt,813,847,I’m not sure we’re doing just fine
711622457,Appeal_to_fear-prejudice,2409,2697,"If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above"
711716996,"Name_Calling,Labeling",1610,1632,"the credulous ""judges"""
711716996,Repetition,5284,5298,illegal aliens
711716996,Causal_Oversimplification,30,85,Kritarch Patti Saris thinks she runs immigration policy
711716996,Causal_Oversimplification,724,862,"Tellingly, these asylum applicants were the elite of Indonesian society, because their higher average IQ, than the rather dull Indonesians"
711716996,Loaded_Language,957,992,so the locals really are a dull lot
711716996,"Name_Calling,Labeling",1444,1453,Red China
711716996,"Whataboutism,Straw_Men,Red_Herring",1936,2064,"Fortunately, elections have consequences, and the Obama Regime Administrative Amnesty, or parts of it, came to an inglorious end"
711716996,"Exaggeration,Minimisation",2231,2268,decider-in-chief on who gets deported
711716996,Loaded_Language,2320,2345,another bite at the apple
711716996,Causal_Oversimplification,2760,2843,the country would not last long without an outside high IQ elite to run the country
711716996,Loaded_Language,2910,2941,an 87 IQ is just about retarded
711716996,Loaded_Language,4002,4025,she has gone full rogue
711716996,Loaded_Language,298,304,pogrom
711716996,"Name_Calling,Labeling",839,862,rather dull Indonesians
711716996,"Name_Calling,Labeling",982,992,a dull lot
711716996,Loaded_Language,1600,1631,"fool even the credulous ""judges"
711716996,Loaded_Language,2050,2060,inglorious
711716996,"Name_Calling,Labeling",2933,2941,retarded
711716996,Repetition,2308,2314,aliens
711716996,Repetition,3978,3992,illegal aliens
711716996,Repetition,4068,4082,illegal aliens
711716996,Repetition,4563,4569,aliens
711716996,Repetition,4959,4973,illegal aliens
711964584,Doubt,1822,1871,did she really think she or anyone would be safe?
711964584,Doubt,1872,1943,"Safe by surrender?
When did they ever work in the history of humankind?"
711964584,"Whataboutism,Straw_Men,Red_Herring",2918,3005,Once again the media are blaming the messenger instead of dealing with Islamic violence
711964584,Appeal_to_fear-prejudice,293,373,he is condoning fascism and his presence is ‘not conducive to the public good.'”
711964584,Loaded_Language,494,557,once great nation’s darkest moments and a low point for freedom
711964584,Loaded_Language,566,630,"the victory of Islamic law over Western law, sharia over freedom"
711964584,Loaded_Language,757,769,this madness
711964584,Loaded_Language,982,1032,a true rainbow coalition of human rights activists
711964584,Causal_Oversimplification,2543,2676,The worldwide howl at Trump’s retweets of videos tweeted out by a British politician is further proof of the Islamization of the West
711964584,Loaded_Language,3240,3276,grim and increasingly common reality
711964584,Black-and-White_Fallacy,3289,3379,"If Muslims sincerely condemn jihad terror and sharia oppression, they shouldn’t oppose him"
711964584,Flag-Waving,4087,4113,defending British values.”
711964584,Loaded_Language,4179,4199,the voices of sanity
711964584,Flag-Waving,4211,4351,call that nation back to a path that would secure freedom for her children and her children’s children instead of a path to national suicide
712382330,Loaded_Language,3611,3673,the most tyrannical and unprincipled papacy of recent history—
712382330,Loaded_Language,3943,3965,a gross understatement
712382330,Loaded_Language,4216,4264,the Mystical Body would then be without its head
712382330,Appeal_to_Authority,919,1054,"""The document is very good and completely explains the meaning of chapter VIII of Amoris Laetitia.
There are no other interpretations."""
713130996,"Bandwagon,Reductio_ad_hitlerum",4555,4677,"As Bertolt Brecht told Sidney Hook about Stalin’s victims, “the more innocent they are, the more they deserve to be shot.”"
713130996,Loaded_Language,962,1013,the San Francisco show-trial in which he co-starred
713130996,"Name_Calling,Labeling",1296,1317,"The Great Left Hope,”"
713130996,Slogans,1783,1798,SMASH THE STATE
713130996,Loaded_Language,2698,2734,"secret version of Russian roulette,”"
713130996,"Bandwagon,Reductio_ad_hitlerum",3778,3984,"Unlike Stalin’s trials of the old Bolsheviks, and Fidel Castro’ trial of General Arnaldo Ochoa, this show trial aimed to establish innocence for the guilty, and the dynamics of the left were on full display"
713130996,"Exaggeration,Minimisation",4355,4463,society is progressing toward a social justice paradise ruled by a wise elite that knows what’s best for all
713130996,"Name_Calling,Labeling",5251,5271,The Great Left Hope”
713130996,Causal_Oversimplification,5222,5332,That explains the effort of “The Great Left Hope” to have his client’s felony gun possession conviction tossed
713130996,Appeal_to_Authority,2149,2196,"He has a great, steadfast commitment to justice"
715588833,"Exaggeration,Minimisation",660,681,to smash everything!”
715588833,Loaded_Language,2437,2464,single worst act of tyranny
715588833,Loaded_Language,7098,7129,toying with the teaching office
715588833,Doubt,7155,7185,half-baked theological notions
715588833,"Name_Calling,Labeling",8811,8841,a tyrant on the Chair of Peter
715588833,"Whataboutism,Straw_Men,Red_Herring",10678,10918,That error threatens to overwhelm the Church while they do little more than fret about a situation whose self-evident cause—a reckless Pope in love with his own ideas and filled with contempt for Tradition—they seem incapable of identifying
715588833,"Name_Calling,Labeling",0,17,The Dictator Pope
715588833,"Name_Calling,Labeling",412,499,"a power-hungry, manipulative dictator, [who] celebrated the abdication of Benedict XVI”"
715588833,Loaded_Language,624,681,"We elected you to make reforms, not to smash everything!”"
715588833,Loaded_Language,1046,1074,in the explosive best-seller
715588833,Repetition,1753,1770,The Dictator Pope
715588833,Loaded_Language,2061,2160,given the disordered mélange of bits and pieces of things he has read that constitutes his theology
715588833,"Exaggeration,Minimisation",2622,2773,"But never, before Francis, has there been a Pope who dared to tyrannize the Magisterium itself by attempting to bend it to his errant personal opinions"
715588833,Loaded_Language,6660,6744,is derived from divine law and transcends the domain of positive ecclesiastical laws
715588833,Black-and-White_Fallacy,7638,7734,Even if the attempt is void and of no effect before man and God—an immoral law is no law at all—
715588833,Loaded_Language,7829,7855,cloak his absurd novelties
715588833,"Exaggeration,Minimisation",7857,7909,No Pope before him has ever dared to do such a thing
715588833,Loaded_Language,8548,8641,that at the epicenter of the chaos is the most wayward Pope the Church has ever had to endure
715588833,"Exaggeration,Minimisation",8479,8546,is a standing rebuke to all the hierarchs who know what we all know
715588833,Loaded_Language,8797,8841,the abuses of a tyrant on the Chair of Peter
715588833,Appeal_to_fear-prejudice,8643,8940,"Continued inaction while the laity and a few good priests are left to themselves to defend, as best they can, the constant teaching of the Church against the abuses of a tyrant on the Chair of Peter threatens the hierarchs with a legacy of shame and a terrible accountability before the Just Judge"
715588833,Thought-terminating_Cliches,9232,9268,The time for “prudence” is long past
715588833,Loaded_Language,9456,9504,a papal tyranny the Church has never before seen
715588833,Loaded_Language,9836,10048,"to cut out the cancerous growth of modernist theology that has implanted itself and is festering within the celebration of even the most sacred mysteries, before the cancer spreads and causes even greater damage?"
715588833,"Name_Calling,Labeling",10802,10884,a reckless Pope in love with his own ideas and filled with contempt for Tradition—
715588833,Loaded_Language,11273,11388,"the divinely bestowed power to repel an assault on marriage, family and the very integrity of the Faith that is now"
715588833,Repetition,11390,11426,for the first time in Church history
715588833,Loaded_Language,11846,12085,"May Our Lady of Fatima intercede to obtain for them the grace of fortitude to do what must be done and what only they can do.
Our hopes and prayers are with them as the foremost instruments of divine providence in the ecclesia Dei adflicta"
715588833,Flag-Waving,11575,11844,"True love for the Church, indeed true charity toward Francis himself, requires of them nothing less than what was required of Saint Paul when the first Pope fell into error that jeopardized the very mission of the Church: that Peter be withstood to his face (Gal.
2:11)"
715588833,Loaded_Language,412,498,"a power-hungry, manipulative dictator, [who] celebrated the abdication of Benedict XVI"
715790840,Loaded_Language,1438,1483,lacking in any magisterial weight whatsoever—
715790840,Appeal_to_Authority,1616,1846,Francis made it clear that the Argentine bishops’ interpretation of AL allowing public adulterers to receive Holy Communion “explains precisely the meaning of Chapter VIII of ‘Amoris Laetitia.’ There are no other interpretations.”
715790840,Loaded_Language,1868,1907,outrageous overreach of papal authority
715790840,Loaded_Language,1941,1956,ominously clear
715790840,Loaded_Language,2293,2319,this latest papal travesty
715790840,Loaded_Language,2134,2245,"God's Holy Name, we beg you to act now -- before Pope Francis succeeds in tearing the Church in half completely"
716469423,"Whataboutism,Straw_Men,Red_Herring",2492,2673,This warning will infuriate environmental campaigners who argue by 2030 the world faces increased sea levels and flooding due to glacial melt at the poles and a warming of the globe
716469423,Loaded_Language,2505,2519,will infuriate
716469423,Appeal_to_Authority,1955,2197,"A team of experts have warned that huge seismic events, including volcanic eruptions, plunging global temperatures and destabilization of the Earth’s crust will become more common after worrying changes to the surface of the Sun were recorded"
718312499,Doubt,124,231,"Does this new footage reveal muzzle flashes from helicopters, an air assault, on the night of the massacre?"
718595845,Appeal_to_fear-prejudice,904,1003,"If we do nothing about the missiles fired at Saudi Arabia, we will not be able to stop the violence"
718595845,Doubt,2154,2259,"Did she disingenuously omit that inconvenient bit from her remarks, or fail to read the entire UN report?"
718595845,Loaded_Language,5170,5182,hypocritical
718595845,Doubt,0,32,The US Is Blatantly Telling Lies
718595845,Doubt,2380,2444,entire premise of the U.N. report is almost completely incorrect
718595845,Appeal_to_fear-prejudice,7086,7235,"This is the critical lesson of Yemen, and the United States would do well to heed it before it tries to foment a crisis based upon trumped-up charges"
718595845,Loaded_Language,1183,1219,Made in Iran’ stickers all over it.”
718595845,Doubt,5443,5542,"Why is the U.S. singling out Iran, especially when the Houthi rebels are sworn enemies of al-Qaeda?"
718595845,"Whataboutism,Straw_Men,Red_Herring",305,337,goes against the better judgment
718595845,Appeal_to_fear-prejudice,355,448,anti-Iranian advisors in his staff who don’t want to see the U.S. isolated on the world stage
718595845,Loaded_Language,5405,5427,schizophrenic approach
718595845,Loaded_Language,6962,7084,No amount of chest-thumping and empty rhetoric by American political and/or military leaders can offset this harsh reality
721406153,"Name_Calling,Labeling",97,129,the imaginary Catholic Pharisees
721406153,Doubt,3079,3218,"nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?"
721406153,Repetition,4102,4106,fool
721406153,Repetition,5473,5478,fools
721406153,Repetition,5502,5506,fool
721406153,Repetition,5942,5947,fools
721406153,Loaded_Language,0,35,"Apparently, They Think We are Fools"
721406153,Loaded_Language,294,466,he and his collaborators are busily engineering neo-Pharisaical escape hatches from the negative precepts of the divine and natural law emanating from the Sixth Commandment
721406153,Loaded_Language,1123,1150,Do they think we are fools?
721406153,Loaded_Language,1264,1282,verbal contortions
721406153,Loaded_Language,1465,1488,preposterous “solution”
721406153,Loaded_Language,1992,2020,moral and canonical nonsense
721406153,Black-and-White_Fallacy,2022,2210,"No Catholic, whether or not he consults a priest, can declare for himself that his marriage in the Church was invalid, especially when—indeed because—he lacks canonical proof of invalidity"
721406153,Loaded_Language,2530,2575,the conspiracy culminating in Amoris Laetitia
721406153,Causal_Oversimplification,2893,3218,"If a college of judges in a matrimonial tribunal is not able to arrive at moral certitude regarding the nullity of a marriage after a careful and thorough examination of the petition of nullity, how can an individual priest be capable of making such a judgment having to do with the eternal salvation of the soul in question?"
721406153,Loaded_Language,5339,5439,"all of which will be utter fakes, including some form of “pastoral integration” of homosexual unions"
721406153,Appeal_to_fear-prejudice,5787,5926,Silence at best is the price it must pay for remaining in good standing with the pro-homosexual bishop Francis has installed in San Diego.)
721406153,Loaded_Language,5927,6036,"But we are not fools.
And God will not be mocked.
Francis and all his designs will ultimately come to nothing"
721406153,Loaded_Language,5115,5139,lie from the pit of hell
721710340,Repetition,4286,4299,public safety
721710340,Appeal_to_Authority,3416,3671,Our dedicated officers strive to make our communities safer by arresting convicted criminal aliens and removing them from the United States despite the reckless sanctuary policies that are currently in place in Cook County that put our communities at risk
721710340,Repetition,3416,3475,Our dedicated officers strive to make our communities safer
721710340,Repetition,3879,4010,"By removing criminal aliens from the streets, our ICE officers provide an invaluable community service by improving public safety.”"
721710340,"Name_Calling,Labeling",3568,3595,reckless sanctuary policies
721710340,Flag-Waving,3648,3663,our communities
721710340,Flag-Waving,4259,4277,protect the nation
721710340,Flag-Waving,4305,4350,protect the integrity of our immigration laws
721890296,Repetition,1322,1337,Muslim invaders
721890296,Loaded_Language,2109,2257,"sexual assaults by Muslim migrants, attacks on Christians and there's no telling the amount of damage to the unethical welfare system in the country"
721890296,Loaded_Language,5173,5238,Thank you Prime Minister Orban for saying what needed to be said!
721890296,"Name_Calling,Labeling",4429,4451,man behind the curtain
721890296,"Name_Calling,Labeling",70,87,"""Muslim Invaders"""
721890296,Appeal_to_Authority,48,87,"Refugees Are Actually ""Muslim Invaders"""
721890296,Repetition,71,87,"Muslim Invaders"""
721890296,Repetition,168,183,Muslim invasion
721890296,Repetition,260,275,Muslim invaders
721890296,Repetition,883,898,Muslim invaders
721890296,Repetition,3895,3910,Muslim invaders
721890296,Repetition,4486,4501,Muslim invasion
721890296,Repetition,4661,4676,Muslim invasion
721890296,Repetition,4764,4779,Muslim invaders
721890296,Appeal_to_Authority,1825,1854,they “don’t want” immigration
721890296,"Exaggeration,Minimisation",2934,2986,"the best example of discipline and the rule of law,”"
721890296,Repetition,3053,3061,invasion
721890296,Appeal_to_Authority,3427,3477,Christian and Muslim societies “will never unite.”
721890296,"Exaggeration,Minimisation",3501,3539,They have absolutely nothing in common
721890296,Loaded_Language,5013,5164,"They are in Europe to conquer and Islamize it, with willing and eager help from Europe’s short-sighted, self-serving, internationalist intelligentsia."""
721890296,Thought-terminating_Cliches,5165,5172,Indeed!
721890296,Loaded_Language,759,790,an Islamic dominionist attitude
721890296,Flag-Waving,4122,4385,"He has genuinely reached out his hand to help Christian migrants instead of Muslim migrants and he seems to be one that holds to the Christian faith, as emulated by the Protestant Reformers, saying, ""That which serves the glory of God is the best for the people."""
721890296,Loaded_Language,25,46,Hits Nail On The Head
721890296,Loaded_Language,560,579,putting their noses
721890296,Loaded_Language,2091,2105,untold numbers
721890296,Black-and-White_Fallacy,2456,2567,"The reason why people are in your country is not because they are refugees, but because they want a German life"
721890296,Loaded_Language,2817,2860,"chaos, anarchy and illegal border crossings"
721890296,Flag-Waving,3616,3643,including the united States
721890296,Appeal_to_fear-prejudice,3541,3614,"They cannot agree on God's law, which most Western societies were base on"
721890296,Repetition,3645,3662,They cannot agree
721890296,Repetition,3682,3702,They cannot agree on
721890296,Flag-Waving,3914,3947,leave Hungary and never come back
721890296,Flag-Waving,4020,4064,"Hungary would defend its borders, and it has"
721890296,Repetition,4900,4918,"Many, all too many"
721890296,Appeal_to_fear-prejudice,4923,5011,"them want to overwhelm German values, and European values in general, with sharia values"
721890296,Appeal_to_fear-prejudice,5032,5058,to conquer and Islamize it
721890296,"Name_Calling,Labeling",5131,5162,internationalist intelligentsia
722507879,Loaded_Language,1369,1376,corrupt
722507879,Loaded_Language,1381,1391,fraudulent
722507879,Flag-Waving,3019,3036,national security
722507879,Appeal_to_fear-prejudice,3937,3949,“threatened”
722507879,"Whataboutism,Straw_Men,Red_Herring",2307,2350,Arabic Linguist for the Navy for five years
722507879,"Whataboutism,Straw_Men,Red_Herring",2356,2414,a Senior Intel Analyst for the Department of Defense (DoD)
722507879,"Whataboutism,Straw_Men,Red_Herring",2432,2516,"Lambert also speaks fluent Arabic and Farsi (Persian), along with French and Italian"
722507879,"Whataboutism,Straw_Men,Red_Herring",4053,4079,former Reagan Justice Dept
722512241,Doubt,2751,2838,"If Islam is a good religion in itself, as you seem to teach, why did we become Catholic"
722512241,Appeal_to_fear-prejudice,391,570,"if you don’t believe that Islam is a Religion of Peace, you will be ruthlessly harassed and silenced by the U.S. Conference of Catholic Bishops and the hierarchy elsewhere as well"
722512241,"Name_Calling,Labeling",3903,3925,the worst of Creation”
722512241,Appeal_to_fear-prejudice,37,98,“Naiveté in the face of Islam is suicidal and very dangerous”
722512241,Loaded_Language,168,309,"disgusted by her cowardice, wounded by equivocal gestures, confused by the lack of evangelization, scandalized by the praise given to Islam.”"
722512241,"Exaggeration,Minimisation",572,729,"The bishops of the Catholic Church are much more concerned that you believe that Islam is a religion of peace than that you believe in, say, the Nicene Creed"
722512241,Black-and-White_Fallacy,2490,2594,"it does not account for the fact that Islam came AFTER Christ, and so is, and can only be, an Antichrist"
722512241,Black-and-White_Fallacy,3673,3733,"As a proper Antichrist, Islam exists only as an enemy of all"
722512241,Black-and-White_Fallacy,3840,3886,"For the Qur’an, Christians “are only impurity”"
722512241,Loaded_Language,3903,3925,the worst of Creation”
722512241,Loaded_Language,3941,3962,all condemned to Hell
722512241,Loaded_Language,3978,4008,so Allah must exterminate them
722512241,Black-and-White_Fallacy,4325,4417,Allah has nothing to offer but war and murder of the “infidels” in exchange for his paradise
722512241,"Bandwagon,Reductio_ad_hitlerum",5116,5333,The authors say that Islam can be no ally in the battle “against the powers that want to dominate and enslave the world” because “they share the same totalitarian logic based on the rejection of the kingship of Christ
722512241,Black-and-White_Fallacy,5527,5589,Jesus has never indicated any other way than that of the Cross
722512241,"Whataboutism,Straw_Men,Red_Herring",5787,5934,The letter also contrasts the stance of Islamic countries like Turkey and Saudi Arabia who “do not welcome any refugee” while Pope Francis preaches
722512241,Loaded_Language,6338,6377,the utter scandal of the pope’s failure
722512241,Loaded_Language,6673,6846,"disgusted by her cowardice, wounded by equivocal gestures, confused by the lack of evangelization, scandalized by the praise given to Islam … Thus ignorant souls are misled…"
722512241,Appeal_to_fear-prejudice,6847,7044,"Taking the matter further, they warn, too, of the physical danger the pope’s disposition toward Islam invites, saying that it has resulted in Christians
not preparing for a confrontation with Islam"
722512241,Black-and-White_Fallacy,7424,7546,The headquarters of my archdiocese and my apostolate have been occupied by radical Islamists who want us to convert or die
722512241,Appeal_to_fear-prejudice,7552,7698,"You are welcoming into your country an ever increasing number of Muslims.
You are in danger as well.
You must make strong and courageous decisions"
722512241,Appeal_to_fear-prejudice,7933,8111,"This is a matter of life and death, and any complacency towards Islam is treasonous.
We do not wish the West to continue with Islamization, nor that your actions contribute to it"
722512241,Loaded_Language,7933,7967,This is a matter of life and death
722512241,Appeal_to_fear-prejudice,7276,7398,"Our present sufferings are the prelude to those that you, Europeans and Western Christians, will suffer in the near future"
723501118,Loaded_Language,157,176,a hopeless hellhole
723501118,Loaded_Language,727,741,Demolition Man
723501118,Thought-terminating_Cliches,1559,1592,"Sweden.
That tells you everything"
723501118,"Exaggeration,Minimisation",157,257,a hopeless hellhole where the native population is overtaxed and terrorized by warring foreign gangs
723501118,Doubt,695,720,Of course they can't cope
723501118,Loaded_Language,1440,1451,stamped out
723501118,Doubt,1944,2030,Mass repression and police powers that don't actually address the cause of the problem
723537899,Doubt,3125,3182,"Are the 2,000 U.S. troops in Syria really up to that task"
723537899,Loaded_Language,1917,1925,ruthless
723537899,Appeal_to_fear-prejudice,3463,3515,risks a major U.S. war with no allies but the Kurds?
723537899,Doubt,4586,4691,"Have the generals taking us into Syria told the president how and when, if ever, they plan to get us out?"
723537899,Appeal_to_fear-prejudice,766,778,mortal peril
723537899,"Name_Calling,Labeling",436,448,terror nests
723537899,"Name_Calling,Labeling",1100,1113,"terror army,"""
723537899,"Name_Calling,Labeling",1174,1184,"traitors."""
723537899,Loaded_Language,1264,1323,blatant attack on the sovereignty and territorial integrity
723537899,Loaded_Language,1350,1391,"flagrant violation of international law."""
723537899,Doubt,1491,1628,by what authority do U.S. forces remain to arm troops to keep the Damascus government from reimposing its authority on its own territory?
723537899,Causal_Oversimplification,2228,2300,Donald Trump won the presidency on a promise of no more unnecessary wars
723537899,Doubt,2302,2342,Have the American people been had again?
723537899,Appeal_to_fear-prejudice,2474,2686,"Are we prepared for a shooting war with a Syrian army, backed by Russia, Iran, Hezbollah and Shiite militias from Iraq, Afghanistan and Pakistan, to hold onto a fourth of Syria's territory in alliance with Kurds?"
723537899,Appeal_to_fear-prejudice,817,871,"If Erdogan is serious, a clash with the U.S. is coming"
723537899,Doubt,1392,1436,Does not the Syrian government have a point?
723537899,Doubt,1934,1978,But who authorized this strategic commitment
723793978,Repetition,973,979,people
723793978,Thought-terminating_Cliches,1418,1430,That’s crazy
723793978,"Exaggeration,Minimisation",1106,1256,"This is the new Sweden; the new, exciting dynamic, multicultural paradise that so many here in this assembly … have fought to create for so many years"
723823436,Doubt,1581,1679,Why would the autopsy report be something that needs to be withheld from the public or his family?
723823436,Doubt,3749,3902,What is surprising is the level of secrecy surrounding the Las Vegas shooting and the containment of information more than three months after it occurred
723823436,Repetition,365,382,credible evidence
723823436,Repetition,1735,1752,credible evidence
723823436,Doubt,2061,2088,"Something’s not adding up."""
723823436,Thought-terminating_Cliches,3439,3458,"There's no threat."""
723844295,Loaded_Language,15,29,shocking claim
723844295,Doubt,220,273,government is covering up a big story about terrorism
723844295,Doubt,1242,1270,"something is not adding up,”"
723844295,Causal_Oversimplification,2445,2696,"“If ISIS warns about an attack and then an attack occurs and claims responsibility after the fact, it seems to me that at a minimum, they should have some portion of the investigation to clearly debunk that claim and, yet, it hasn’t happened,” he said"
723844295,Repetition,1963,1994,waiting and waiting and waiting
723844295,Flag-Waving,2027,2040,all Americans
723883127,Loaded_Language,482,499,shocking comments
723883127,Repetition,1091,1096,shock
723883127,Loaded_Language,1053,1064,all calumny
723883127,Loaded_Language,1789,1822,kiss and fondle them in the swank
723883127,Loaded_Language,2458,2486,These people are truly crazy
723883127,Loaded_Language,0,5,Shock
723883127,Loaded_Language,160,173,shocking move
723883127,"Name_Calling,Labeling",2475,2486,truly crazy
724095467,Loaded_Language,145,161,gross negligence
724095467,Doubt,3785,3878,"How was this victim overlooked by investigators but known by Intellihub?
Who was this victim?"
724095467,Doubt,165,218,"a massive cover-up of the truth, the F.B.I.
and LVMPD"
724095467,Doubt,2792,2857,law enforcement investigators have never asked to see the footage
724095467,"Exaggeration,Minimisation",2963,2970,placed”
724095467,Doubt,3709,3784,"Will the F.B.I.
and LVMPD please explain what in the Hell is going on here?"
724095467,Doubt,3932,3984,How many more victims went ignored by investigators?
724095467,Loaded_Language,165,196,a massive cover-up of the truth
724095467,Loaded_Language,599,620,botched investigation
724095467,Loaded_Language,3735,3766,please explain what in the Hell
724095467,Doubt,3883,3931,were people getting haircuts at the crime scene?
724095598,Causal_Oversimplification,848,1011,"Let’s face it, twice before the attack ISIS warned the United States that they would attack Las Vegas and then after the attack claimed responsibility four times,”"
724095598,Loaded_Language,210,218,horrific
724095598,Doubt,497,517,One can imagine that
724095598,Doubt,1381,1394,Interestingly
724791253,"Name_Calling,Labeling",3015,3031,Hitler the Great
724791253,"Exaggeration,Minimisation",118,137,deeply disappointed
724791253,Loaded_Language,189,228,ridiculous exercise in virtue-signaling
724791253,"Exaggeration,Minimisation",459,515,for the crime of telling the truth about Islam and jihad
724791253,Black-and-White_Fallacy,918,1208,"If there’s homosexual men, the punishment is one of five things.
One – the easiest one maybe – chop their head off, that’s the easiest.
Second – burn them to death.
Third – throw ’em off a cliff.
Fourth – tear down a wall on them so they die under that.
Fifth – a combination of the above.”"
724791253,"Name_Calling,Labeling",1223,1265,relentlessly appeasement-minded government
724791253,Loaded_Language,2585,2611,“doesn’t applaud diversity
724791253,Appeal_to_fear-prejudice,2770,2829,We must be vigorous in our intolerance of his intolerance.”
724791253,"Exaggeration,Minimisation",3015,3033,Hitler the Great.’
724791253,Loaded_Language,3048,3065,corruptly elected
724791253,Loaded_Language,3579,3602,Islamophobic propaganda
724791253,Loaded_Language,3665,3744,"he has allegedly “bigoted attitude towards women, ethnic minorities and Muslims"
724791253,"Bandwagon,Reductio_ad_hitlerum",3912,4039,The motion also notes that the neighbouring Royal Borough of Greenwich formally adopted a similar motion in December last year…
724791253,"Whataboutism,Straw_Men,Red_Herring",517,629,"Meanwhile, Britain has a steadily lengthening record of admitting jihad preachers without a moment of hesitation"
724791253,Loaded_Language,319,349,hypocrisy and double standards
